Order ID,Order Date,Order Priority,Order Quantity, Sales ,Discount, Profit ,Unit Price,Shipping Cost,Customer Name,Province,Region,Product Category,Product Sub-Category,Ship Date,,,,,,,,
8803,20-Dec-2012,Not Specified,17, $514 ,0.02,$187.4,30.56,2.99,William Brown,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,23-Dec-2012,,,,,,,,
44290,21-Mar-2010,Medium,49, $508 ,0.06,$4.7,10.4,5.4,Peter Fuller,Saskachewan,Prarie,Furniture,Office Furnishings,23-Mar-2010,,,,,,,,
9473,10-Nov-2012,Not Specified,31, $502 ,0.04,-$363.4,15.51,17.78,Jonathan Doherty,Saskachewan,Prarie,Office Supplies,Storage & Organization,13-Oct-2012,,,,,,,,
6272,27-Feb-2010,High,33, $497 ,0.05,$37.9,14.98,8.99,Randy Ferguson,Saskachewan,Prarie,Furniture,Office Furnishings,03-Jan-2010,,,,,,,,
27141,02-Apr-2010,Not Specified,25, $496 ,0.03,$107.8,19.04,6.38,Patrick Ryan,Saskachewan,Prarie,Furniture,Office Furnishings,02-May-2010,,,,,,,,
57287,28-Oct-2011,Not Specified,11, $472 ,0.03,$56.1,40.97,1.99,Randy Ferguson,Saskachewan,Prarie,Technology,Computer Peripherals,29-Oct-2011,,,,,,,,
28256,23-Feb-2009,High,19, $467 ,0.01,-$851.1,20.98,53.03,Brian Moss,Saskachewan,Prarie,Office Supplies,Storage & Organization,23-Feb-2009,,,,,,,,
130,05-Jul-2012,High,3, $462 ,0.05,-$309.8,150.98,13.99,Roy Collins,Saskachewan,Prarie,Technology,Office Machines,05-Sep-2012,,,,,,,,
36992,12-Jul-2009,Medium,34, $459 ,0.04,$61.6,12.98,3.14,Aleksandra Gannaway,Saskachewan,Prarie,Office Supplies,"Scissors, Rulers and Trimmers",12-Sep-2009,,,,,,,,
50145,26-Feb-2011,High,9, $459 ,0,$305.9,46.94,6.77,Michael Grace,Saskachewan,Prarie,Furniture,Office Furnishings,26-Feb-2011,,,,,,,,
59238,19-Sep-2009,High,11, $456 ,0.03,$9.2,40.97,8.99,Paul Prost,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,20-Sep-2009,,,,,,,,
20292,11-Aug-2012,Medium,26, $452 ,0.08,-$22.8,17.52,8.17,Michael Grace,Saskachewan,Prarie,Office Supplies,Appliances,11-Aug-2012,,,,,,,,
18307,02-Feb-2010,Low,23, $442 ,0.08,$32.4,19.98,8.68,Dennis Pardue,Saskachewan,Prarie,Office Supplies,Paper,02-Jun-2010,,,,,,,,
52068,13-Jan-2012,Not Specified,17, $442 ,0.07,-$119.6,25.98,14.36,Peter Fuller,Saskachewan,Prarie,Furniture,Chairs & Chairmats,15-Jan-2012,,,,,,,,
47554,13-Mar-2010,Low,9, $436 ,0.08,-$50.3,50.98,14.19,John Dryer,Saskachewan,Prarie,Furniture,Chairs & Chairmats,13-Mar-2010,,,,,,,,
55686,25-Mar-2011,Critical,26, $423 ,0.03,$85.5,15.98,4,Suzanne McNair,Saskachewan,Prarie,Technology,Computer Peripherals,27-Mar-2011,,,,,,,,
43045,14-Jun-2012,Medium,12, $418 ,0.05,-$407.2,31.76,45.51,Neil Knudson,Saskachewan,Prarie,Furniture,Tables,14-Jun-2012,,,,,,,,
8133,26-Feb-2011,Medium,11, $406 ,0.04,$130.5,35.44,5.09,Neil French,Saskachewan,Prarie,Office Supplies,Paper,27-Feb-2011,,,,,,,,
27265,05-Jun-2012,Critical,49, $401 ,0.03,$162.0,8.34,0.96,Christina Anderson,Saskachewan,Prarie,Furniture,Office Furnishings,05-Aug-2012,,,,,,,,
15751,15-Aug-2009,Critical,21, $398 ,0.01,-$26.1,20.99,0.99,Maya Herman,Saskachewan,Prarie,Technology,Telephones and Communication,16-Aug-2009,,,,,,,,
52197,08-Apr-2012,Critical,6, $377 ,0.06,-$78.8,64.98,6.88,Maxwell Schwartz,Saskachewan,Prarie,Office Supplies,Storage & Organization,08-Jun-2012,,,,,,,,
47554,13-Mar-2010,Low,47, $364 ,0.01,$41.6,7.59,4,John Dryer,Saskachewan,Prarie,Furniture,Office Furnishings,20-Mar-2010,,,,,,,,
6272,27-Feb-2010,High,8, $358 ,0.09,-$275.1,55.99,2.5,Randy Ferguson,Saskachewan,Prarie,Technology,Telephones and Communication,03-Jan-2010,,,,,,,,
8034,19-Jan-2012,High,31, $354 ,0.01,$11.4,10.98,3.99,Dennis Pardue,Saskachewan,Prarie,Office Supplies,Appliances,19-Jan-2012,,,,,,,,
36676,25-Aug-2011,Not Specified,15, $354 ,0.04,$51.5,22.84,8.18,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Paper,26-Aug-2011,,,,,,,,
37926,09-Aug-2009,Critical,31, $353 ,0.02,$60.1,11.55,2.36,Rick Hansen,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,09-Oct-2009,,,,,,,,
27491,04-Sep-2009,Not Specified,36, $351 ,0.02,-$15.3,9.77,6.02,Roy Collins,Saskachewan,Prarie,Furniture,Office Furnishings,04-Oct-2009,,,,,,,,
46884,17-Jan-2009,Medium,3, $337 ,0,-$509.9,125.99,2.5,Paul Prost,Saskachewan,Prarie,Technology,Telephones and Communication,19-Jan-2009,,,,,,,,
25926,20-Nov-2009,High,23, $332 ,0.05,$9.4,14.27,7.27,Michelle Moray,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,22-Nov-2009,,,,,,,,
50145,26-Feb-2011,High,18, $326 ,0.06,$152.3,18.84,3.62,Michael Grace,Saskachewan,Prarie,Furniture,Office Furnishings,27-Feb-2011,,,,,,,,
28512,27-Apr-2010,Medium,11, $324 ,0.09,-$96.5,30.73,4,Lindsay Castell,Saskachewan,Prarie,Technology,Computer Peripherals,28-Apr-2010,,,,,,,,
31170,27-Jan-2012,Medium,32, $321 ,0.09,$28.0,10.13,1.99,Suzanne McNair,Saskachewan,Prarie,Technology,Computer Peripherals,29-Jan-2012,,,,,,,,
55296,18-Oct-2012,Low,32, $317 ,0.05,$105.5,10.06,2.06,Anthony Witt,Saskachewan,Prarie,Office Supplies,Paper,22-Oct-2012,,,,,,,,
4737,03-Oct-2010,Not Specified,49, $314 ,0,$49.8,5.88,3.04,Roy Collins,Saskachewan,Prarie,Office Supplies,Paper,03-Nov-2010,,,,,,,,
51201,16-Dec-2011,High,42, $312 ,0.04,-$342.4,7.38,11.51,Jonathan Doherty,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,16-Dec-2011,,,,,,,,
21382,01-Dec-2012,Critical,11, $312 ,0.08,-$66.7,29.99,5.5,Andy Reiter,Saskachewan,Prarie,Technology,Computer Peripherals,14-Jan-2012,,,,,,,,
6339,12-Nov-2012,Critical,20, $304 ,0.05,-$50.8,14.98,7.69,Jonathan Doherty,Saskachewan,Prarie,Office Supplies,Storage & Organization,12-Dec-2012,,,,,,,,
57280,31-Jan-2012,Medium,44, $300 ,0.03,-$260.8,6.48,10.05,Dennis Pardue,Saskachewan,Prarie,Office Supplies,Paper,02-Jan-2012,,,,,,,,
22727,07-Mar-2011,Not Specified,45, $297 ,0.07,-$120.4,6.48,6.65,Lycoris Saunders,Saskachewan,Prarie,Office Supplies,Paper,07-Mar-2011,,,,,,,,
40928,09-Dec-2009,Low,4, $292 ,0.01,-$420.6,85.99,0.99,Patrick Ryan,Saskachewan,Prarie,Technology,Telephones and Communication,17-Sep-2009,,,,,,,,
49319,25-Aug-2011,Low,40, $289 ,0.01,-$69.0,6.68,6.15,Karen Bern,Saskachewan,Prarie,Office Supplies,Paper,27-Aug-2011,,,,,,,,
3554,16-Jun-2011,Low,25, $289 ,0.08,-$14.1,12.28,6.47,Ken Heidel,Saskachewan,Prarie,Office Supplies,Paper,25-Jun-2011,,,,,,,,
42631,05-Sep-2009,High,44, $287 ,0.06,-$72.9,6.68,5.41,Jeremy Lonsdale,Saskachewan,Prarie,Office Supplies,Paper,05-Oct-2009,,,,,,,,
59776,03-Sep-2009,Low,35, $285 ,0.01,$124.8,7.64,1.39,Maxwell Schwartz,Saskachewan,Prarie,Office Supplies,Envelopes,13-Mar-2009,,,,,,,,
44290,21-Mar-2010,Medium,28, $281 ,0.01,-$114.6,9.06,9.86,Peter Fuller,Saskachewan,Prarie,Office Supplies,Paper,23-Mar-2010,,,,,,,,
51266,25-Mar-2009,Not Specified,23, $279 ,0.03,$35.2,12.28,4.86,Michael Grace,Saskachewan,Prarie,Office Supplies,Paper,26-Mar-2009,,,,,,,,
58784,18-Jan-2009,Medium,17, $279 ,0.02,-$210.1,15.51,17.78,Kristen Hastings,Saskachewan,Prarie,Office Supplies,Storage & Organization,19-Jan-2009,,,,,,,,
49346,05-May-2011,Not Specified,50, $277 ,0.04,-$117.9,5.28,5.57,Rick Hansen,Saskachewan,Prarie,Office Supplies,Paper,05-Jun-2011,,,,,,,,
44290,21-Mar-2010,Medium,41, $277 ,0.02,-$75.3,6.48,5.87,Peter Fuller,Saskachewan,Prarie,Office Supplies,Paper,23-Mar-2010,,,,,,,,
30657,05-Oct-2011,High,6, $273 ,0.06,-$170.9,43.22,16.71,Paul Stevenson,Saskachewan,Prarie,Technology,Computer Peripherals,05-Nov-2011,,,,,,,,
45825,10-Jul-2012,Medium,43, $273 ,0.04,-$64.5,6.48,5.14,Liz Price,Saskachewan,Prarie,Office Supplies,Paper,10-Jul-2012,,,,,,,,
19974,11-Mar-2010,High,22, $267 ,0.07,-$46.0,12.28,6.13,Rick Wilson,Saskachewan,Prarie,Office Supplies,Storage & Organization,11-May-2010,,,,,,,,
31106,16-Feb-2012,Low,45, $259 ,0.01,-$57.3,5.68,3.6,Nick Crebassa,Saskachewan,Prarie,Office Supplies,"Scissors, Rulers and Trimmers",18-Feb-2012,,,,,,,,
25953,27-Sep-2009,Critical,27, $259 ,0.1,-$16.3,9.85,4.82,Liz Carlisle,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,28-Sep-2009,,,,,,,,
42631,05-Sep-2009,High,41, $258 ,0.05,-$69.2,6.48,2.74,Jeremy Lonsdale,Saskachewan,Prarie,Technology,Computer Peripherals,05-Sep-2009,,,,,,,,
3783,12-May-2010,Not Specified,40, $257 ,0.05,-$200.6,6.48,8.73,Jonathan Doherty,Saskachewan,Prarie,Office Supplies,Paper,12-Jul-2010,,,,,,,,
57095,23-Mar-2011,Medium,37, $255 ,0.01,-$62.9,6.81,5.48,Paul Prost,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,26-Mar-2011,,,,,,,,
48391,29-Oct-2010,Not Specified,45, $255 ,0.1,-$99.6,5.98,5.46,Nick Crebassa,Saskachewan,Prarie,Office Supplies,Paper,30-Oct-2010,,,,,,,,
5575,23-Jul-2011,Low,41, $255 ,0.06,-$269.4,5.98,10.39,Rick Hansen,Saskachewan,Prarie,Office Supplies,Paper,23-Jul-2011,,,,,,,,
47524,15-Apr-2010,Medium,40, $246 ,0.08,$86.4,6.45,1.34,Jeremy Lonsdale,Saskachewan,Prarie,Office Supplies,Paper,15-Apr-2010,,,,,,,,
18307,02-Feb-2010,Low,34, $245 ,0.03,$38.0,7.08,2.35,Dennis Pardue,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,02-Feb-2010,,,,,,,,
23363,29-May-2012,Low,46, $242 ,0.02,-$94.8,4.91,4.97,Robert Dilbeck,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,06-May-2012,,,,,,,,
8034,19-Jan-2012,High,13, $238 ,0.02,-$36.1,16.99,8.99,Dennis Pardue,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,20-Jan-2012,,,,,,,,
27302,09-Dec-2012,Low,16, $238 ,0.04,$29.8,13.79,8.78,Maya Herman,Saskachewan,Prarie,Furniture,Office Furnishings,09-Dec-2012,,,,,,,,
25120,02-Apr-2009,Medium,46, $237 ,0,$123.0,4.91,0.5,Michael Grace,Saskachewan,Prarie,Office Supplies,Labels,02-Jun-2009,,,,,,,,
6501,13-Jan-2012,High,35, $237 ,0.06,-$95.8,6.48,6.74,Arianne Irving,Saskachewan,Prarie,Office Supplies,Paper,15-Jan-2012,,,,,,,,
130,05-Jul-2012,High,23, $236 ,0.05,-$134.3,9.71,9.45,Roy Collins,Saskachewan,Prarie,Office Supplies,Storage & Organization,05-Oct-2012,,,,,,,,
28929,10-Sep-2012,Medium,37, $231 ,0.08,-$173.7,6.48,8.19,Saphhira Shifley,Saskachewan,Prarie,Office Supplies,Paper,10-Oct-2012,,,,,,,,
26084,16-Oct-2012,Low,33, $229 ,0.03,-$107.0,6.68,7.3,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Paper,21-Oct-2012,,,,,,,,
27776,05-Apr-2010,Low,41, $227 ,0.04,-$159.4,4.98,7.28,Liz Price,Saskachewan,Prarie,Office Supplies,Paper,05-Aug-2010,,,,,,,,
12355,28-May-2011,Not Specified,14, $225 ,0,-$29.1,14.97,7.51,Ken Heidel,Saskachewan,Prarie,Office Supplies,Storage & Organization,29-May-2011,,,,,,,,
53029,27-Jul-2009,Low,39, $223 ,0.1,$95.4,6.3,0.5,Max Ludwig,Saskachewan,Prarie,Office Supplies,Labels,08-Jan-2009,,,,,,,,
29539,23-Apr-2011,High,24, $223 ,0.1,$78.7,9.78,1.39,Neil French,Saskachewan,Prarie,Office Supplies,Envelopes,24-Apr-2011,,,,,,,,
48257,22-Apr-2009,Low,45, $221 ,0.02,-$124.3,4.57,5.42,Christina Anderson,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,26-Apr-2009,,,,,,,,
42631,05-Sep-2009,High,18, $211 ,0.09,$91.6,12.53,0.5,Jeremy Lonsdale,Saskachewan,Prarie,Office Supplies,Labels,05-Oct-2009,,,,,,,,
12355,28-May-2011,Not Specified,36, $210 ,0.03,-$81.1,5.78,5.67,Ken Heidel,Saskachewan,Prarie,Office Supplies,Paper,29-May-2011,,,,,,,,
42374,17-Jul-2012,Critical,21, $205 ,0.08,$37.3,10.01,1.99,Dennis Pardue,Saskachewan,Prarie,Technology,Computer Peripherals,17-Jul-2012,,,,,,,,
57157,26-Feb-2012,Critical,18, $204 ,0.01,-$4.8,10.98,3.99,Maya Herman,Saskachewan,Prarie,Office Supplies,Appliances,29-Feb-2012,,,,,,,,
28037,12-Dec-2009,High,31, $204 ,0.06,-$101.3,6.68,6.93,Maxwell Schwartz,Saskachewan,Prarie,Office Supplies,Paper,13-Dec-2009,,,,,,,,
48577,07-Aug-2012,Medium,6, $202 ,0.02,$35.0,30.98,5.09,Roy Collins,Saskachewan,Prarie,Office Supplies,Paper,07-Oct-2012,,,,,,,,
45959,12-Jun-2009,Medium,15, $202 ,0.08,-$2.6,12.53,7.17,Roy Collins,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,12-Aug-2009,,,,,,,,
37923,27-Mar-2010,Not Specified,29, $198 ,0.01,-$79.7,6.48,6.81,Paul Stevenson,Saskachewan,Prarie,Office Supplies,Paper,28-Mar-2010,,,,,,,,
18208,04-Jan-2012,Not Specified,34, $197 ,0.06,$65.4,5.68,1.39,Roy Collins,Saskachewan,Prarie,Office Supplies,Envelopes,04-Mar-2012,,,,,,,,
14978,27-May-2010,Critical,14, $195 ,0,-$6.3,13.48,4.51,Randy Bradley,Saskachewan,Prarie,Office Supplies,Storage & Organization,28-May-2010,,,,,,,,
38596,04-Feb-2010,Medium,20, $194 ,0.06,-$15.0,9.85,4.82,Aleksandra Gannaway,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,04-Mar-2010,,,,,,,,
15751,15-Aug-2009,Critical,37, $190 ,0.02,$89.7,4.98,0.49,Maya Herman,Saskachewan,Prarie,Office Supplies,Labels,16-Aug-2009,,,,,,,,
35399,21-Jan-2011,Low,38, $188 ,0.04,-$120.1,4.91,5.68,Karen Bern,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,23-Jan-2011,,,,,,,,
31106,16-Feb-2012,Low,7, $187 ,0.03,$66.5,25.13,9.87,Nick Crebassa,Saskachewan,Prarie,Furniture,Office Furnishings,21-Feb-2012,,,,,,,,
28512,27-Apr-2010,Medium,10, $186 ,0.1,$12.0,19.98,5.77,Lindsay Castell,Saskachewan,Prarie,Office Supplies,Paper,29-Apr-2010,,,,,,,,
30657,05-Oct-2011,High,8, $180 ,0.01,-$1.7,22.24,1.99,Paul Stevenson,Saskachewan,Prarie,Technology,Computer Peripherals,05-Dec-2011,,,,,,,,
25120,02-Apr-2009,Medium,22, $179 ,0.01,-$139.9,7.28,11.15,Michael Grace,Saskachewan,Prarie,Office Supplies,Paper,02-May-2009,,,,,,,,
37127,10-Feb-2010,High,19, $178 ,0.03,$50.1,9.11,2.15,John Dryer,Saskachewan,Prarie,Office Supplies,Paper,10-Mar-2010,,,,,,,,
46881,10-Jun-2009,Critical,31, $176 ,0.07,-$80.3,5.18,5.74,Nick Crebassa,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,10-Aug-2009,,,,,,,,
32804,09-Sep-2012,Medium,49, $175 ,0.07,$74.8,3.75,0.5,Lycoris Saunders,Saskachewan,Prarie,Office Supplies,Labels,09-Oct-2012,,,,,,,,
19105,28-Oct-2009,High,29, $173 ,0.08,-$59.8,5.98,5.46,Max Ludwig,Saskachewan,Prarie,Office Supplies,Paper,28-Oct-2009,,,,,,,,
56423,25-Dec-2011,Not Specified,41, $171 ,0,$85.5,3.69,0.5,Dennis Pardue,Saskachewan,Prarie,Office Supplies,Labels,26-Dec-2011,,,,,,,,
26439,15-Sep-2011,Medium,37, $170 ,0.04,-$114.4,4.28,5.74,Justin Deggeller,Saskachewan,Prarie,Office Supplies,Paper,15-Sep-2011,,,,,,,,
6560,01-Apr-2011,Low,20, $169 ,0.09,-$18.7,8.67,3.5,Max Ludwig,Saskachewan,Prarie,Office Supplies,Appliances,01-Aug-2011,,,,,,,,
52068,13-Jan-2012,Not Specified,31, $163 ,0.04,-$0.6,5.28,2.99,Peter Fuller,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,13-Jan-2012,,,,,,,,
42886,01-Aug-2012,Medium,42, $163 ,0.02,$75.8,3.75,0.5,Kristen Hastings,Saskachewan,Prarie,Office Supplies,Labels,01-Oct-2012,,,,,,,,
55686,25-Mar-2011,Critical,2, $162 ,0.03,-$94.8,81.32,0.99,Suzanne McNair,Saskachewan,Prarie,Office Supplies,Appliances,28-Mar-2011,,,,,,,,
35910,24-Nov-2010,High,25, $162 ,0.09,-$121.2,6.48,8.4,Kristen Hastings,Saskachewan,Prarie,Office Supplies,Paper,26-Nov-2010,,,,,,,,
58883,08-Dec-2012,Low,36, $162 ,0,$59.7,4.13,0.99,Maya Herman,Saskachewan,Prarie,Office Supplies,Labels,17-Aug-2012,,,,,,,,
3331,20-May-2010,High,31, $153 ,0.05,$73.2,4.91,0.5,Neil Knudson,Saskachewan,Prarie,Office Supplies,Labels,21-May-2010,,,,,,,,
43493,05-Oct-2012,High,22, $153 ,0.03,-$43.9,6.48,5.94,Nick Crebassa,Saskachewan,Prarie,Office Supplies,Paper,05-Nov-2012,,,,,,,,
8642,16-Jan-2010,High,26, $151 ,0.09,-$76.1,5.8,5.59,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,17-Jan-2010,,,,,,,,
18374,30-Sep-2012,Low,21, $150 ,0.09,-$32.8,7.28,5.47,Nick Crebassa,Saskachewan,Prarie,Office Supplies,Paper,10-Feb-2012,,,,,,,,
27302,09-Dec-2012,Low,3, $144 ,0.08,-$27.5,48.91,5.81,Maya Herman,Saskachewan,Prarie,Office Supplies,Paper,09-Dec-2012,,,,,,,,
58784,18-Jan-2009,Medium,12, $142 ,0.02,$1.5,11.58,5.72,Kristen Hastings,Saskachewan,Prarie,Office Supplies,Envelopes,19-Jan-2009,,,,,,,,
32,15-Jul-2011,High,15, $141 ,0.04,-$128.4,8.46,8.99,Liz Pelletier,Saskachewan,Prarie,Technology,Computer Peripherals,16-Jul-2011,,,,,,,,
33731,10-Aug-2012,High,12, $139 ,0.05,-$24.0,11.29,5.03,Jonathan Doherty,Saskachewan,Prarie,Office Supplies,Storage & Organization,10-Oct-2012,,,,,,,,
4166,27-Feb-2010,Low,19, $139 ,0.08,-$49.4,7.1,6.05,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,27-Feb-2010,,,,,,,,
20032,11-May-2012,Medium,8, $137 ,0.06,-$11.4,17.48,1.99,Liz Carlisle,Saskachewan,Prarie,Technology,Computer Peripherals,11-Jul-2012,,,,,,,,
25799,24-Feb-2011,Low,38, $137 ,0.05,-$216.7,3.34,7.49,Saphhira Shifley,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,27-Feb-2011,,,,,,,,
8642,16-Jan-2010,High,13, $133 ,0.04,$49.7,10.35,0.99,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Labels,17-Jan-2010,,,,,,,,
46884,17-Jan-2009,Medium,18, $130 ,0.1,$40.3,7.64,1.39,Paul Prost,Saskachewan,Prarie,Office Supplies,Envelopes,19-Jan-2009,,,,,,,,
47203,18-Dec-2009,Critical,8, $129 ,0.04,-$30.0,15.98,4,Bill Eplett,Saskachewan,Prarie,Technology,Computer Peripherals,19-Dec-2009,,,,,,,,
22407,17-Nov-2009,Not Specified,10, $128 ,0.02,-$7.9,12.28,6.47,Sung Shariari,Saskachewan,Prarie,Office Supplies,Paper,17-Nov-2009,,,,,,,,
19748,08-Apr-2010,Not Specified,6, $125 ,0.01,$13.3,18.97,5.21,Maxwell Schwartz,Saskachewan,Prarie,Office Supplies,Paper,08-May-2010,,,,,,,,
9637,01-Mar-2009,Low,12, $124 ,0.04,$32.4,10.14,2.27,Andy Reiter,Saskachewan,Prarie,Office Supplies,Paper,01-Jul-2009,,,,,,,,
31687,19-May-2011,High,44, $123 ,0.07,$3.5,2.78,1.34,Arianne Irving,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,19-May-2011,,,,,,,,
56099,10-May-2010,Low,11, $122 ,0.02,-$13.6,10.98,3.99,Michelle Moray,Saskachewan,Prarie,Office Supplies,Appliances,10-Dec-2010,,,,,,,,
3012,05-Apr-2010,Critical,41, $120 ,0,$10.5,2.78,1.49,Maxwell Schwartz,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,05-Jun-2010,,,,,,,,
16935,15-Dec-2012,Not Specified,43, $118 ,0.09,$12.5,2.88,0.7,Michael Grace,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,17-Dec-2012,,,,,,,,
20292,11-Aug-2012,Medium,5, $117 ,0,-$70.5,20.95,4,Michael Grace,Saskachewan,Prarie,Technology,Computer Peripherals,11-Sep-2012,,,,,,,,
25155,20-Jan-2010,Low,17, $114 ,0.08,$7.0,6.69,3.1,John Dryer,Saskachewan,Prarie,Office Supplies,Paper,27-Jan-2010,,,,,,,,
52678,29-Jul-2012,High,3, $113 ,0.06,-$95.4,20.98,53.03,Jonathan Doherty,Saskachewan,Prarie,Office Supplies,Storage & Organization,31-Jul-2012,,,,,,,,
26310,29-Jul-2012,Not Specified,19, $113 ,0.09,-$37.9,5.98,5.14,Neil French,Saskachewan,Prarie,Office Supplies,Paper,30-Jul-2012,,,,,,,,
49351,30-Mar-2012,Low,27, $110 ,0.06,$24.8,3.98,0.83,Michelle Moray,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,04-Mar-2012,,,,,,,,
33731,10-Aug-2012,High,32, $109 ,0.09,$8.5,3.58,1.63,Jonathan Doherty,Saskachewan,Prarie,Office Supplies,Rubber Bands,10-Aug-2012,,,,,,,,
15815,05-Jan-2009,Critical,24, $107 ,0.03,$20.7,4.55,1.49,Mitch Willingham,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,05-Jan-2009,,,,,,,,
31106,16-Feb-2012,Low,37, $102 ,0,$40.5,2.61,0.5,Nick Crebassa,Saskachewan,Prarie,Office Supplies,Labels,16-Feb-2012,,,,,,,,
17381,14-Aug-2010,High,28, $101 ,0.05,$40.9,3.75,0.5,Rick Wilson,Saskachewan,Prarie,Office Supplies,Labels,15-Aug-2010,,,,,,,,
49319,25-Aug-2011,Low,13, $99 ,0.09,-$68.7,7.37,5.53,Karen Bern,Saskachewan,Prarie,Technology,Computer Peripherals,27-Aug-2011,,,,,,,,
56099,10-May-2010,Low,6, $96 ,0.1,-$59.4,15.7,11.25,Michelle Moray,Saskachewan,Prarie,Office Supplies,Storage & Organization,10-Dec-2010,,,,,,,,
49346,05-May-2011,Not Specified,8, $94 ,0.1,$42.2,12.22,2.85,Rick Hansen,Saskachewan,Prarie,Furniture,Office Furnishings,05-Aug-2011,,,,,,,,
3783,12-May-2010,Not Specified,11, $92 ,0.01,-$40.3,8.12,2.83,Jonathan Doherty,Saskachewan,Prarie,Technology,Computer Peripherals,12-May-2010,,,,,,,,
52197,08-Apr-2012,Critical,23, $92 ,0.01,-$10.1,3.95,2,Maxwell Schwartz,Saskachewan,Prarie,Office Supplies,Rubber Bands,08-May-2012,,,,,,,,
7559,10-Dec-2010,Critical,9, $90 ,0.05,-$374.8,4.48,49,Patrick Ryan,Saskachewan,Prarie,Office Supplies,Appliances,14-Oct-2010,,,,,,,,
32804,09-Sep-2012,Medium,20, $90 ,0.02,-$62.0,3.98,5.26,Lycoris Saunders,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,09-Nov-2012,,,,,,,,
43650,23-Mar-2009,Not Specified,7, $89 ,0.05,-$26.3,11.97,5.81,William Brown,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,25-Mar-2009,,,,,,,,
19206,30-Mar-2010,Low,40, $88 ,0,-$6.5,2.08,1.49,Michelle Moray,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,04-Mar-2010,,,,,,,,
18208,04-Jan-2012,Not Specified,36, $83 ,0.08,-$137.9,2.28,5.2,Roy Collins,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,04-Mar-2012,,,,,,,,
9383,16-Mar-2009,Not Specified,11, $82 ,0.07,$18.5,7.59,4,John Dryer,Saskachewan,Prarie,Furniture,Office Furnishings,18-Mar-2009,,,,,,,,
24326,29-Sep-2011,Critical,12, $78 ,0.06,$8.5,6.68,1.5,Cindy Schnelling,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,30-Sep-2011,,,,,,,,
26310,29-Jul-2012,Not Specified,5, $77 ,0.05,$9.4,15.67,1.39,Neil French,Saskachewan,Prarie,Office Supplies,Envelopes,31-Jul-2012,,,,,,,,
7105,21-Jun-2010,Low,17, $77 ,0.03,-$81.4,4.06,6.89,Brian Moss,Saskachewan,Prarie,Office Supplies,Appliances,28-Jun-2010,,,,,,,,
52615,19-Oct-2009,Low,18, $77 ,0.1,-$64.1,4.24,5.41,Liz Pelletier,Saskachewan,Prarie,Office Supplies,Binders and Binder Accessories,23-Oct-2009,,,,,,,,
44965,10-Feb-2011,Low,45, $75 ,0.05,-$4.8,1.68,0.7,Peter Fuller,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,10-Jun-2011,,,,,,,,
27491,04-Sep-2009,Not Specified,2, $75 ,0.09,-$51.5,34.99,7.73,Roy Collins,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,04-Nov-2009,,,,,,,,
9957,30-Nov-2010,Not Specified,31, $75 ,0.06,-$115.4,2.28,5.2,Suzanne McNair,Saskachewan,Prarie,Office Supplies,Pens & Art Supplies,12-Jan-2010,,,,,,,,
50304,31-Jan-2010,Critical,3, $72 ,0.05,-$60.7,15.23,27.75,Jonathan Doherty,Saskachewan,Prarie,Furniture,Tables,02-Feb-2010,,,,,,,,
25120,02-Apr-2009,Medium,10, $72 ,0.1,-$35.5,6.68,6.93,Michael Grace,Saskachewan,Prarie,Office Supplies,Paper,02-Jul-2009,,,,,,,,
